incubation_shape,2.1781799
incubation_rate,0.7576007
duration_shape,NA
duration_rate,NA
R0_shape,NA
R0_rate,NA
R0,0
R0_dispersion,NA
timing_shape1,NA
timing_shape2,NA
mortality_rate,NA
