GID_0,NAME_0,GID_1,NAME_1,VARNAME_1,NL_NAME_1,TYPE_1,ENGTYPE_1,CC_1,HASC_1,pop2015,Long,Lat
AFG,Afghanistan,AFG.1_1,Badakhshan,Badahšan,NA,Velayat,Province,NA,AF.BD,1334824.036,71.45897694,37.03289462
AFG,Afghanistan,AFG.2_1,Badghis,Badghes|Badghisat|Badgis,NA,Velayat,Province,NA,AF.BG,555115.4895,63.75269591,35.13975137
AFG,Afghanistan,AFG.3_1,Baghlan,Baglan|Bughlan,NA,Velayat,Province,NA,AF.BL,1177176.389,68.71387658,35.70536172
AFG,Afghanistan,AFG.4_1,Balkh,Balh|Mazar-i-Sharif|Mazar,NA,Velayat,Province,NA,AF.BK,1474437.963,67.13495652,36.64802782
AFG,Afghanistan,AFG.5_1,Bamyan,NA,NA,Velayat,Province,NA,AF.BM,450131.5075,67.18130704,34.72141868
AFG,Afghanistan,AFG.6_1,Daykundi,NA,NA,Velayat,Province,NA,AF.DK,606422.8172,66.18399262,33.75492245
AFG,Afghanistan,AFG.7_1,Farah,NA,NA,Velayat,Province,NA,AF.FH,612756.1466,62.3009202,32.60505251
AFG,Afghanistan,AFG.8_1,Faryab,Fariab|Maimana|Meymaneh,NA,Velayat,Province,NA,AF.FB,1139634.015,64.86355904,36.06923155
AFG,Afghanistan,AFG.9_1,Ghazni,Gazni,NA,Velayat,Province,NA,AF.GZ,1534983.745,67.82718148,33.2891806
AFG,Afghanistan,AFG.10_1,Ghor,Gawr|Ghore|Ghour|Ghur,NA,Velayat,Province,NA,AF.GR,807267.4943,64.88652019,34.18288098
AFG,Afghanistan,AFG.11_1,Hilmand,Girishk|Hilmend,NA,Velayat,Province,NA,AF.HM,1108373.378,64.01518229,31.13985554
AFG,Afghanistan,AFG.12_1,Hirat,NA,NA,Velayat,Province,NA,AF.HR,2247912.316,62.12151619,34.19074927
AFG,Afghanistan,AFG.13_1,Jawzjan,Jaozjan|Jozjan|Juzjan|Jouzjan|Shibarghan,NA,Velayat,Province,NA,AF.JW,696735.8876,65.86623081,36.81843695
AFG,Afghanistan,AFG.14_1,Kabul,Cabul|Kabol|Kaboul,NA,Velayat,Province,NA,AF.KB,4900191.683,69.31089753,34.55905104
AFG,Afghanistan,AFG.15_1,Kandahar,Qandahar,NA,Velayat,Province,NA,AF.KD,1554815.56,65.69915507,30.97302086
AFG,Afghanistan,AFG.16_1,Kapisa,Kapesa,NA,Velayat,Province,NA,AF.KP,447565.8123,69.6183677,34.96281853
AFG,Afghanistan,AFG.17_1,Khost,NA,NA,Velayat,Province,NA,AF.KT,671607.1152,69.87197553,33.37244091
AFG,Afghanistan,AFG.18_1,Kunar,Konarha|Kunarha,NA,Velayat,Province,NA,AF.KR,692833.0077,71.11573113,34.96438283
AFG,Afghanistan,AFG.19_1,Kunduz,Kondoz|Qonduz|Qunduz,NA,Velayat,Province,NA,AF.KZ,1238195.371,68.75136154,36.8395556
AFG,Afghanistan,AFG.20_1,Laghman,Lagman,NA,Velayat,Province,NA,AF.LA,525200.969,70.14318986,34.7561528
AFG,Afghanistan,AFG.21_1,Logar,Lawghar|Loghar,NA,Velayat,Province,NA,AF.LW,450960.9982,69.07781388,33.99334933
AFG,Afghanistan,AFG.22_1,Nangarhar,Ningrahar|Eastern Province,NA,Velayat,Province,NA,AF.NG,1846479.067,70.46825106,34.27492382
AFG,Afghanistan,AFG.23_1,Nimroz,Neemroze|Nimrod|Nimrooz|Nimroze|Chakhansur,NA,Velayat,Province,NA,AF.NM,193220.7896,62.31349222,30.80517464
AFG,Afghanistan,AFG.24_1,Nuristan,Nooristan|Nuristão,NA,Velayat,Province,NA,AF.NR,243082.0034,70.7999085,35.41160036
AFG,Afghanistan,AFG.25_1,Paktika,Paktiya|Paktya|Southern Province,NA,Velayat,Province,NA,AF.PK,570712.8838,68.75298463,32.47780474
AFG,Afghanistan,AFG.26_1,Paktya,Paktiya|Southern Province,NA,Velayat,Province,NA,AF.PT,759106.0296,69.42430822,33.68051183
AFG,Afghanistan,AFG.27_1,Panjshir,NA,NA,Velayat,Province,NA,AF.PJ,138674.8803,69.8215763,35.45506816
AFG,Afghanistan,AFG.28_1,Parwan,Charikar,NA,Velayat,Province,NA,AF.PV,931275.0998,68.88771766,34.96869535
AFG,Afghanistan,AFG.29_1,Samangan,NA,NA,Velayat,Province,NA,AF.SM,451080.459,67.74056003,35.94945892
AFG,Afghanistan,AFG.30_1,Sari Pul,Sar-e Pul|Saripol,NA,Velayat,Province,NA,AF.SP,718869.5987,66.16863221,35.7146455
AFG,Afghanistan,AFG.31_1,Takhar,Takar,NA,Velayat,Province,NA,AF.TK,1178102.722,69.77898625,36.70417614
AFG,Afghanistan,AFG.32_1,Uruzgan,Urozgan,NA,Velayat,Province,NA,AF.OZ,455006.2158,66.00427116,32.81926501
AFG,Afghanistan,AFG.33_1,Wardak,Verdak|Wardag|Maiden,NA,Velayat,Province,NA,AF.VR,625671.9617,68.28417047,34.3171529
AFG,Afghanistan,AFG.34_1,Zabul,Zubul|Zaboul,NA,Velayat,Province,NA,AF.ZB,404348.012,67.10499801,32.23606865
AGO,Angola,AGO.1_1,Bengo,NA,NA,Província,Province,1,AO.BO,439994.6963,13.88142042,-8.97775149
AGO,Angola,AGO.2_1,Benguela,Benguella,NA,Província,Province,2,AO.BG,1922074.029,13.98971325,-12.93351084
AGO,Angola,AGO.3_1,Bié,NA,NA,Província,Province,3,AO.BI,1390326.063,17.36258115,-12.32493312
AGO,Angola,AGO.4_1,Cabinda,NA,NA,Província,Province,4,AO.CB,530099.8204,12.47566101,-5.039294189
AGO,Angola,AGO.5_1,Cuando Cubango,NA,NA,Província,Province,5,AO.CC,523889.9157,19.51642257,-16.11853758
AGO,Angola,AGO.6_1,Cuanza Norte,Cuanza-Nord|Kwanza Norte,NA,Província,Province,6,AO.CN,463833.6244,14.94596064,-8.898622273
AGO,Angola,AGO.7_1,Cuanza Sul,Cuanza-Sud|Kwanza Sul,NA,Província,Province,7,AO.CS,1607824.81,15.04484941,-10.82598035
AGO,Angola,AGO.8_1,Cunene,NA,NA,Província,Province,8,AO.CU,819737.3143,15.57852043,-16.50351286
AGO,Angola,AGO.9_1,Huambo,NA,NA,Província,Province,9,AO.HM,2006249.076,15.74563384,-12.56917165
AGO,Angola,AGO.10_1,Huíla,NA,NA,Província,Province,10,AO.HL,2539614.745,14.95009645,-14.74288032
AGO,Angola,AGO.11_1,Luanda,Loanda,NA,Província,Province,11,AO.LU,5641731.98,13.31279385,-8.980432239
AGO,Angola,AGO.12_1,Lunda Norte,NA,NA,Província,Province,12,AO.LN,941682.0185,19.49290413,-8.65208694
AGO,Angola,AGO.13_1,Lunda Sul,NA,NA,Província,Province,13,AO.LS,469990.8964,20.65539948,-10.1761504
AGO,Angola,AGO.14_1,Malanje,Malange,NA,Província,Province,14,AO.ML,923480.8741,16.95820552,-9.490051788
AGO,Angola,AGO.15_1,Moxico,NA,NA,Província,Province,15,AO.MX,687859.4161,21.04007468,-12.87972557
AGO,Angola,AGO.16_1,Namibe,Moçâmedes|Mossamedes,NA,Província,Province,16,AO.NA,355092.7323,12.72870258,-15.49146115
AGO,Angola,AGO.17_1,Uíge,NA,NA,Província,Province,17,AO.UI,1363059.156,15.47739001,-7.024051166
AGO,Angola,AGO.18_1,Zaire,NA,NA,Província,Province,18,AO.ZA,477016.3029,13.56289612,-6.608920273
ALA,Åland,ALA.1_1,Brändö,Braendoe,NA,Municipality,Municipality,NA,AX.BR,NA,21.07358436,60.47623838
ALA,Åland,ALA.2_1,Eckerö,Eckeroe,NA,Municipality,Municipality,NA,AX.EC,NA,19.59318293,60.2166216
ALA,Åland,ALA.3_1,Finström,Finstroem,NA,Municipality,Municipality,NA,AX.FN,NA,19.91002594,60.26550777
ALA,Åland,ALA.4_1,Föglö,Foegloe,NA,Municipality,Municipality,NA,AX.FG,NA,20.36524153,59.99399441
ALA,Åland,ALA.5_1,Geta,NA,NA,Municipality,Municipality,NA,AX.GT,NA,19.86232138,60.37471802
ALA,Åland,ALA.6_1,Hammarland,NA,NA,Municipality,Municipality,NA,AX.HM,NA,19.74390984,60.22442173
ALA,Åland,ALA.7_1,Jomala,NA,NA,Municipality,Municipality,NA,AX.JM,NA,19.90502679,60.14287011
ALA,Åland,ALA.8_1,Kökar,Koekar,NA,Municipality,Municipality,NA,AX.KK,NA,20.93204762,59.93373447
ALA,Åland,ALA.9_1,Kumlinge,NA,NA,Municipality,Municipality,NA,AX.KM,NA,20.79456363,60.25806258
ALA,Åland,ALA.10_1,Lemland,NA,NA,Municipality,Municipality,NA,AX.LE,NA,20.1285837,60.05014125
ALA,Åland,ALA.11_1,Lumparland,NA,NA,Municipality,Municipality,NA,AX.LU,NA,20.25300012,60.11717063
ALA,Åland,ALA.12_1,Mariehamn,NA,NA,Municipality,Municipality,NA,AX.MH,NA,19.94314919,60.09735269
ALA,Åland,ALA.13_1,Saltvik,NA,NA,Municipality,Municipality,NA,AX.SV,NA,20.06382411,60.30805584
ALA,Åland,ALA.14_1,Sottunga,NA,NA,Municipality,Municipality,NA,AX.ST,NA,20.66232054,60.13177135
ALA,Åland,ALA.15_1,Sund,NA,NA,Municipality,Municipality,NA,AX.SD,NA,20.16031145,60.23687865
ALA,Åland,ALA.16_1,Vårdö,Vaardoe,NA,Municipality,Municipality,NA,AX.VR,NA,20.37633565,60.24942761
ALB,Albania,ALB.1_1,Berat,NA,NA,Qark|Region,County,80001,AL.BE,0,20.09077469,40.62850043
ALB,Albania,ALB.2_1,Dibër,Dibra| Dibrë,NA,Qark|Region,County,80005,AL.DB,0,20.24953358,41.58910536
ALB,Albania,ALB.3_1,Durrës,Durresi|Durrsi|Durazzo,NA,Qark|Region,County,80009,AL.DU,0,19.63037293,41.44733272
ALB,Albania,ALB.4_1,Elbasan,NA,NA,Qark|Region,County,80012,AL.EB,0,20.18645449,41.04002766
ALB,Albania,ALB.5_1,Fier,NA,NA,Qark|Region,County,80017,AL.FI,0,19.62052771,40.77463341
ALB,Albania,ALB.6_1,Gjirokastër,Gjinokastër|Argirocastro|Argyrocastro|Argyrokastron,NA,Qark|Region,County,80021,AL.GK,0,20.1692644,40.21382956
ALB,Albania,ALB.7_1,Korçë,Coriza|Corizza|Koritsa|Koritza|Korça|Kortscha,NA,Qark|Region,County,80025,AL.KE,0,20.66600394,40.62883024
ALB,Albania,ALB.8_1,Kukës,Kosova|Kossovo,NA,Qark|Region,County,80030,AL.KK,0,20.2400487,42.1945843
ALB,Albania,ALB.9_1,Lezhë,Alessio|Lezha,NA,Qark|Region,County,80034,AL.LZ,0,19.8456947,41.80145152
ALB,Albania,ALB.10_1,Shkodër,Escútari|Shkodra|Skodë|Scutari,NA,Qark|Region,County,80038,AL.SD,0,19.71945102,42.1768199
ALB,Albania,ALB.11_1,Tiranë,Tiran|Tirana,NA,Qark|Region,County,80042,AL.TI,0,19.79393627,41.26858285
ALB,Albania,ALB.12_1,Vlorë,Vlona|Vlora|Vlonë|Valona,NA,Qark|Region,County,80045,AL.VR,0,19.79359244,40.16241816
AND,Andorra,AND.1_1,Andorra la Vella,NA,NA,Parròquia,Parish,NA,AD.AN,0,1.518866711,42.50630722
AND,Andorra,AND.2_1,Canillo,NA,NA,Parròquia,Parish,NA,AD.CA,0,1.661884144,42.58001713
AND,Andorra,AND.3_1,Encamp,NA,NA,Parròquia,Parish,NA,AD.EN,0,1.64447705,42.52239629
AND,Andorra,AND.4_1,Escaldes-Engordany,NA,NA,Parròquia,Parish,NA,AD.EE,0,1.588915135,42.48719567
AND,Andorra,AND.5_1,La Massana,NA,NA,Parròquia,Parish,NA,AD.MA,0,1.482939947,42.55345056
AND,Andorra,AND.6_1,Ordino,NA,NA,Parròquia,Parish,NA,AD.OR,0,1.53882487,42.60594069
AND,Andorra,AND.7_1,Sant Julià de Lòria,NA,NA,Parròquia,Parish,NA,AD.JL,0,1.493756483,42.46571583
ARE,United Arab Emirates,ARE.1_1,Abu Dhabi,NA,إمارة أبوظبي,Emirate,Emirate,NA,AE.AZ,2643863.111,54.04875144,23.65007398
ARE,United Arab Emirates,ARE.2_1,Ajman,NA,عجمان,Emirate,Emirate,NA,AE.AJ,287054.2294,55.5258778,25.40199572
ARE,United Arab Emirates,ARE.3_1,Dubai,NA,دبي,Emirate,Emirate,NA,AE.DU,3193619.133,55.37275503,24.94286284
ARE,United Arab Emirates,ARE.4_1,Fujairah,NA,الفجيرة,Emirate,Emirate,NA,AE.FU,249230.8096,56.16997504,25.46252448
ARE,United Arab Emirates,ARE.5_1,Ras Al-Khaimah,NA,رأس الخيمة,Emirate,Emirate,NA,AE.RK,362624.1848,56.00707775,25.67863436
ARE,United Arab Emirates,ARE.6_1,Sharjah,NA,الشارقة,Emirate,Emirate,NA,AE.SH,1627934.296,55.7503193,25.1754507
ARE,United Arab Emirates,ARE.7_1,Umm al-Qaywayn,NA,أم القيوين,Emirate,Emirate,NA,AE.UQ,96843.57245,55.74712384,25.48250797
ARG,Argentina,ARG.1_1,Buenos Aires,Baires|Buenos Ayres,NA,Provincia,Province,NA,AR.BA,NA,-60.56197612,-36.67551764
ARG,Argentina,ARG.2_1,Catamarca,NA,NA,Provincia,Province,NA,AR.CT,NA,-66.9524445,-27.33218321
ARG,Argentina,ARG.3_1,Chaco,El Chaco|Presidente Juan Peron,NA,Provincia,Province,NA,AR.CC,NA,-60.76674184,-26.38737495
ARG,Argentina,ARG.4_1,Chubut,NA,NA,Provincia,Province,NA,AR.CH,NA,-68.52363021,-43.78949217
ARG,Argentina,ARG.5_1,Ciudad de Buenos Aires,BUENOS AIRES D.F.|Capital Federal|Distretto Federale|Distrito Federal|Federal Capital,NA,Distrito Federal,Federal District,NA,AR.DF,NA,-58.44443585,-34.61767799
ARG,Argentina,ARG.6_1,Córdoba,Cordova,NA,Provincia,Province,NA,AR.CB,NA,-63.79954777,-32.1412181
ARG,Argentina,ARG.7_1,Corrientes,NA,NA,Provincia,Province,NA,AR.CN,NA,-57.80585864,-28.77651979
ARG,Argentina,ARG.8_1,Entre Ríos,Entre-Rios,NA,Provincia,Province,NA,AR.ER,NA,-59.20765908,-32.04579799
ARG,Argentina,ARG.9_1,Formosa,NA,NA,Provincia,Province,NA,AR.FM,NA,-59.93434035,-24.89443471
ARG,Argentina,ARG.10_1,Jujuy,NA,NA,Provincia,Province,NA,AR.JY,NA,-65.76219066,-23.31746423
ARG,Argentina,ARG.11_1,La Pampa,El Pampa|Eva Perón,NA,Provincia,Province,NA,AR.LP,NA,-65.44833774,-37.13031093
ARG,Argentina,ARG.12_1,La Rioja,NA,NA,Provincia,Province,NA,AR.LR,NA,-67.1782928,-29.67988556
ARG,Argentina,ARG.13_1,Mendoza,NA,NA,Provincia,Province,NA,AR.MZ,NA,-68.58667905,-34.62865147
ARG,Argentina,ARG.14_1,Misiones,Missões,NA,Provincia,Province,NA,AR.MN,NA,-54.64727701,-26.87487596
ARG,Argentina,ARG.15_1,Neuquén,Neuquén,NA,Provincia,Province,NA,AR.NQ,NA,-70.1179789,-38.6356254
ARG,Argentina,ARG.16_1,Río Negro,NA,NA,Provincia,Province,NA,AR.RN,NA,-67.22901408,-40.40680804
ARG,Argentina,ARG.17_1,Salta,NA,NA,Provincia,Province,NA,AR.SA,NA,-64.81994139,-24.29608962
ARG,Argentina,ARG.18_1,San Juan,NA,NA,Provincia,Province,NA,AR.SJ,NA,-68.87496045,-30.86424011
ARG,Argentina,ARG.19_1,San Luis,NA,NA,Provincia,Province,NA,AR.SL,NA,-66.02992999,-33.76741265
ARG,Argentina,ARG.20_1,Santa Cruz,NA,NA,Provincia,Province,NA,AR.SC,NA,-69.94153087,-48.81267069
ARG,Argentina,ARG.21_1,Santa Fe,Santa Fé,NA,Provincia,Province,NA,AR.SF,NA,-60.95070867,-30.70353814
ARG,Argentina,ARG.22_1,Santiago del Estero,NA,NA,Provincia,Province,NA,AR.SE,NA,-63.25847658,-27.78222843
ARG,Argentina,ARG.23_1,Tierra del Fuego,Feuerland|Terra del Fuoco|Terre de Feu|Terra do Fogo|Tierra del Fuego|Antártida e Islas del Atlántico Sur,NA,Territorio Nacional|Provincia,National Territory,NA,AR.TF,NA,-67.4807782,-54.32002581
ARG,Argentina,ARG.24_1,Tucumán,Tucumão,NA,Provincia,Province,NA,AR.TM,NA,-65.36569836,-26.94379196
ARM,Armenia,ARM.1_1,Aragatsotn,Aragacot'n,Արագածոտն|Арагацотн,Marz,Province,NA,AM.AG,155934.6895,44.14147684,40.44025959
ARM,Armenia,ARM.2_1,Ararat,NA,Արարատ|Арарат,Marz,Province,NA,AM.AR,436054.5228,44.78730075,39.96320875
ARM,Armenia,ARM.3_1,Armavir,NA,Արմավիր|Армавир,Marz,Province,NA,AM.AV,453921.3361,44.0268962,40.1446446
ARM,Armenia,ARM.4_1,Erevan,Yerevan,Երևան|Ереван,Kaghak,City,NA,AM.ER,699107.6317,44.53576185,40.17856954
ARM,Armenia,ARM.5_1,Gegharkunik,Gelark'unik',Գեղարքունիք|Гегаркуник,Marz,Province,NA,AM.GR,244902.6664,45.34220904,40.30532124
ARM,Armenia,ARM.6_1,Kotayk,Kotaik|Kotayk',Կոտայք|Котайк,Marz,Province,NA,AM.KT,216646.5109,44.70493506,40.40804377
ARM,Armenia,ARM.7_1,Lori,Loṙi,Լոռի|Лори,Marz,Province,NA,AM.LO,238393.5289,44.49234796,40.98175857
ARM,Armenia,ARM.8_1,Shirak,Širak,Շիրակ|Ширак,Marz,Province,NA,AM.SH,254251.4129,43.86986835,40.82721792
ARM,Armenia,ARM.9_1,Syunik,Syunik',Սյունիք|Сюник,Marz,Province,NA,AM.SU,154151.9972,46.17348186,39.34615376
ARM,Armenia,ARM.10_1,Tavush,Tavuš,Տավուշ|Тавуш,Marz,Province,NA,AM.TV,136295.4399,45.1296802,40.91131388
ARM,Armenia,ARM.11_1,Vayots Dzor,Vayoc'Jor,Վայոց Ձոր|Вайоц Дзор,Marz,Province,NA,AM.VD,54639.52553,45.45836629,39.77251784
ASM,American Samoa,ASM.1_1,Eastern,NA,NA,District,District,NA,AS.ET,NA,-170.6620681,-14.27479709
ASM,American Samoa,ASM.2_1,Manu'a,NA,NA,District,District,NA,AS.MA,NA,-169.4682134,-14.24204453
ASM,American Samoa,ASM.3_1,Unorganized,NA,NA,District,District,NA,AS.UU,NA,-171.0784383,-11.05587633
ASM,American Samoa,ASM.4_1,Western,NA,NA,District,District,NA,AS.WT,NA,-170.7687597,-14.32384488
ATF,French Southern Territories,ATF.1_1,Îles Crozet,Crozet Islands,NA,District,District,NA,TF.CR,0,51.75910543,-46.41178114
ATF,French Southern Territories,ATF.2_1,Îles Éparses,Glorioso Islands,NA,District,District,NA,NA,0,40.36229521,-22.36693964
ATF,French Southern Territories,ATF.3_1,Îles Saint Paul et Amsterdam,St. Paul and Amsterdam islands,NA,District,District,NA,TF.AS,0,77.55659599,-37.83630664
ATF,French Southern Territories,ATF.4_1,Kerguelen,NA,NA,District,District,NA,TF.KG,0,69.48738793,-49.31476966
ATG,Antigua and Barbuda,ATG.1_1,Barbuda,Codrington,NA,Dependency,Dependency,NA,AG.BB,NA,-61.79337819,17.63153069
ATG,Antigua and Barbuda,ATG.2_1,Redonda,NA,NA,Dependency,Dependency,NA,AG.RD,NA,-62.34538783,16.93850255
ATG,Antigua and Barbuda,ATG.3_1,Saint George,Parham,NA,Parish,Parish,NA,AG.GE,NA,-61.79612992,17.12249311
ATG,Antigua and Barbuda,ATG.4_1,Saint John,Saint John's,NA,Parish,Parish,NA,AG.JO,NA,-61.83638186,17.11280876
ATG,Antigua and Barbuda,ATG.5_1,Saint Mary,Bolands,NA,Parish,Parish,NA,AG.MA,NA,-61.85618081,17.05178487
ATG,Antigua and Barbuda,ATG.6_1,Saint Paul,Nelson's Dockyard,NA,Parish,Parish,NA,AG.PA,NA,-61.77298293,17.0333942
ATG,Antigua and Barbuda,ATG.7_1,Saint Peter,Parham,NA,Parish,Parish,NA,AG.PE,NA,-61.76062187,17.09214097
ATG,Antigua and Barbuda,ATG.8_1,Saint Philip,Carlisle,NA,Parish,Parish,NA,AG.PH,NA,-61.71070689,17.06516821
AUS,Australia,AUS.1_1,Ashmore and Cartier Islands,NA,NA,Territory,Territory,12,AU.AS,0,123.1044636,-12.26561911
AUS,Australia,AUS.2_1,Australian Capital Territory,NA,NA,Territory,Territory,8,AU.AC,0,149.0024863,-35.4888065
AUS,Australia,AUS.3_1,Coral Sea Islands Territory,NA,NA,Territory,Territory,11,AU.CR,0,154.3975425,-20.99986964
AUS,Australia,AUS.4_1,Jervis Bay Territory,NA,NA,Territory,Territory,10,AU.JB,0,150.6897331,-35.15280371
AUS,Australia,AUS.5_1,New South Wales,NA,NA,State,State,1,AU.NS,0,147.0143127,-32.17578381
AUS,Australia,AUS.6_1,Northern Territory,NA,NA,Territory,Territory,7,AU.NT,0,133.3700006,-19.47887726
AUS,Australia,AUS.7_1,Queensland,NA,NA,State,State,3,AU.QL,0,144.5333943,-22.57476239
AUS,Australia,AUS.8_1,South Australia,NA,NA,State,State,4,AU.SA,0,135.8247938,-30.07984002
AUS,Australia,AUS.9_1,Tasmania,NA,NA,State,State,6,AU.TS,0,146.5792882,-42.01070581
AUS,Australia,AUS.10_1,Victoria,NA,NA,State,State,2,AU.VI,0,144.3019036,-36.84726032
AUS,Australia,AUS.11_1,Western Australia,NA,NA,State,State,5,AU.WA,0,122.1844665,-25.47287997
AUT,Austria,AUT.1_1,Burgenland,Burgenlândia,NA,Bundesländ|Länd,State,NA,AT.BU,0,16.52020566,47.54144874
AUT,Austria,AUT.2_1,Kärnten,Carinthia|Caríntia|Carintia,NA,Bundesländ|Länd,State,NA,AT.KA,0,13.91496537,46.77359045
AUT,Austria,AUT.3_1,Niederösterreich,Lower Austria|Baixa-Áustria|Baja Austria|Niederdonau|Österreich unter der Enns,NA,Bundesländ|Länd,State,NA,AT.NO,0,15.76324473,48.27051038
AUT,Austria,AUT.4_1,Oberösterreich,Upper Austria|Alta-Áustria|Alta Austria|Österreich ober der Enns|Oberösterreich,NA,Bundesländ|Länd,State,NA,AT.OO,0,13.96429483,48.13816599
AUT,Austria,AUT.5_1,Salzburg,Salzburgo,NA,Bundesländ|Länd,State,NA,AT.SZ,0,13.08317168,47.38810951
AUT,Austria,AUT.6_1,Steiermark,Styria|Est¡ria|Estiria,NA,Bundesländ|Länd,State,NA,AT.ST,0,15.00874034,47.26914883
AUT,Austria,AUT.7_1,Tirol,Tyrol,NA,Bundesländ|Länd,State,NA,AT.TR,0,11.30957448,47.24947768
AUT,Austria,AUT.8_1,Vorarlberg,NA,NA,Bundesländ|Länd,State,NA,AT.VO,0,9.896366158,47.24014892
AUT,Austria,AUT.9_1,Wien,Vienna|Viena,NA,Bundesländ|Länd,State,NA,AT.WI,0,16.380038,48.21141045
AZE,Azerbaijan,AZE.1_1,Absheron,NA,NA,İqtisadi Rayonu,Region,NA,NA,2697729.567,49.42864705,40.45605902
AZE,Azerbaijan,AZE.2_1,Aran,NA,NA,İqtisadi Rayonu,Region,NA,NA,1946078.832,48.12735225,40.01901651
AZE,Azerbaijan,AZE.3_1,Daglig-Shirvan,NA,NA,İqtisadi Rayonu,Region,NA,NA,313266.9597,48.48073548,40.64052293
AZE,Azerbaijan,AZE.4_1,Ganja-Qazakh,NA,NA,İqtisadi Rayonu,Region,NA,NA,1225546.642,46.0038613,40.81221405
AZE,Azerbaijan,AZE.5_1,Kalbajar-Lachin,NA,NA,İqtisadi Rayonu,Region,NA,NA,250502.0644,46.33403269,39.77461383
AZE,Azerbaijan,AZE.6_1,Lankaran,NA,NA,İqtisadi Rayonu,Region,NA,NA,855048.5563,48.56966573,38.9217773
AZE,Azerbaijan,AZE.7_1,Nakhchivan,NA,NA,İqtisadi Rayonu,Region,NA,NA,385365.7408,45.51581718,39.303269
AZE,Azerbaijan,AZE.8_1,Quba-Khachmaz,NA,NA,İqtisadi Rayonu,Region,NA,NA,504293.9874,48.58254199,41.27592398
AZE,Azerbaijan,AZE.9_1,Shaki-Zaqatala,NA,NA,İqtisadi Rayonu,Region,NA,NA,584955.896,47.11151362,41.23246351
AZE,Azerbaijan,AZE.10_1,Yukhari-Karabakh,NA,NA,İqtisadi Rayonu,Region,NA,NA,643634.5037,46.95745737,39.77879271
BDI,Burundi,BDI.1_1,Bubanza,NA,NA,Province,Province,003BDI001,BI.BB,488032.8935,29.39933338,-3.124556032
BDI,Burundi,BDI.2_1,Bujumbura Mairie,NA,NA,Province,Province,003BDI017,BI.BM,663000.8858,29.33621876,-3.383808534
BDI,Burundi,BDI.3_1,Bujumbura Rural,Usumbura,NA,Province,Province,003BDI002,BI.BU,784480.3407,29.39685295,-3.498970206
BDI,Burundi,BDI.4_1,Bururi,NA,NA,Province,Province,003BDI003,BI.BR,780141.0778,29.55467315,-3.891090637
BDI,Burundi,BDI.5_1,Cankuzo,NA,NA,Province,Province,003BDI004,BI.CA,316532.1354,30.60373692,-3.14190263
BDI,Burundi,BDI.6_1,Cibitoke,NA,NA,Province,Province,003BDI005,BI.CI,627936.9635,29.22925396,-2.819053775
BDI,Burundi,BDI.7_1,Gitega,Kitega,NA,Province,Province,003BDI006,BI.GI,1053410.024,29.92222897,-3.492271133
BDI,Burundi,BDI.8_1,Karuzi,Karusi,NA,Province,Province,003BDI007,BI.KR,558245.3233,30.12023465,-3.137381258
BDI,Burundi,BDI.9_1,Kayanza,NA,NA,Province,Province,003BDI008,BI.KY,792385.388,29.65896884,-3.007285299
BDI,Burundi,BDI.10_1,Kirundo,NA,NA,Province,Province,003BDI009,BI.KI,878842.7319,30.15764447,-2.544018995
BDI,Burundi,BDI.11_1,Makamba,NA,NA,Province,Province,003BDI010,BI.MA,479738.0281,29.73568667,-4.247748079
BDI,Burundi,BDI.12_1,Muramvya,Muramviya,NA,Province,Province,003BDI011,BI.MV,415952.1104,29.65185683,-3.271246646
BDI,Burundi,BDI.13_1,Muyinga,Muhinga,NA,Province,Province,003BDI012,BI.MY,852147.3921,30.34716627,-2.776958206
BDI,Burundi,BDI.14_1,Mwaro,NA,NA,Province,Province,003BDI013,BI.MW,389785.1312,29.71529972,-3.490551131
BDI,Burundi,BDI.15_1,Ngozi,NA,NA,Province,Province,003BDI014,BI.NG,915955.1396,29.92491022,-2.874977644
BDI,Burundi,BDI.16_1,Rutana,NA,NA,Province,Province,003BDI015,BI.RT,449238.5199,30.09493467,-3.875026823
BDI,Burundi,BDI.17_1,Ruyigi,NA,NA,Province,Province,003BDI016,BI.RY,568998.8635,30.32277568,-3.458014988
BEL,Belgium,BEL.1_1,Bruxelles,Brussel,NA,Gewest,Region,NA,NA,0,4.367414882,50.83642581
BEL,Belgium,BEL.2_1,Vlaanderen,Flandres,NA,Gewest,Region,NA,NA,0,4.236995531,51.03544395
BEL,Belgium,BEL.3_1,Wallonie,NA,NA,Région,Region,NA,NA,0,5.01865665,50.3108423
BEN,Benin,BEN.1_1,Alibori,NA,NA,Département,Department,NA,BJ.AL,837923.2096,2.904159629,11.33421736
BEN,Benin,BEN.2_1,Atakora,NA,NA,Département,Department,NA,BJ.AK,882406.6451,1.581715981,10.69353427
BEN,Benin,BEN.3_1,Atlantique,NA,NA,Département,Department,NA,BJ.AQ,1900619.594,2.221642722,6.61191556
BEN,Benin,BEN.4_1,Borgou,NA,NA,Département,Department,NA,BJ.BO,1208842.592,2.766480957,9.788361595
BEN,Benin,BEN.5_1,Collines,NA,NA,Département,Department,NA,BJ.CL,872353.9728,2.207144395,8.129299876
BEN,Benin,BEN.6_1,Donga,NA,NA,Département,Department,NA,BJ.DO,558467.1135,1.794703301,9.355628835
